site_id,site_name,receiving_watercourse,event_start,event_end,duration_hours
WXW00563,BATH FORESTER AVENUE O/S HORTON HOUSE,RIVER AVON,2025-08-28T15:24:00+00:00,2025-08-28T15:40:00+00:00,0.2667
WXW00945,BATH RUSH HILL OPP CULVERHAY SCHOOL,RIVER AVON,2025-08-28T15:24:00+00:00,2025-08-28T15:38:00+00:00,0.2333
WXW00651,BRISTOL HANHAM LOWER HANHAM ROAD,RIVER AVON (VIA SWS),2025-08-28T15:24:00+00:00,2025-08-28T15:26:00+00:00,0.0333
WXW00619,BATH LANSDOWN LANE / HIGH STREET JUNCTION WESTON,RIVER AVON VIA SWS,2025-08-28T15:24:00+00:00,2025-08-28T15:34:00+00:00,0.1667
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-08-28T15:24:00+00:00,2025-08-28T15:28:00+00:00,0.0667
WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:34:00+00:00,0.1333
WXW00569,BATH HUNGERFORD ROAD / UPPER BRISTOL ROAD JUNCTION,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:34:00+00:00,0.1333
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:48:00+00:00,0.3667
WXW01040,BATH ST JOHNS ROAD OPP VULCAN HOUSE,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:34:00+00:00,0.1333
WXW01202,BATH LOWER BRISTOL ROAD NEAR MILL LANE,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:32:00+00:00,0.1
WXW00645,BATH LOOP ROAD WALCOT STREET CAR PARK,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:30:00+00:00,0.0667
WXW00932,BATH ROCKCLIFFE ROAD R/O NO 45,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:42:00+00:00,0.2667
WXW00648,BATH LOWER BRISTOL ROAD WEST OF OAK STREET ,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:36:00+00:00,0.1667
WXW00944,BATH RUSH HILL / OLD FOSSE ROAD JUNCTION,RIVER AVON,2025-08-28T15:26:00+00:00,2025-08-28T15:28:00+00:00,0.0333
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-08-28T15:26:00+00:00,2025-08-28T15:50:00+00:00,0.4
WXW01020,BATH SOUTHGATE (NORTH END) ADJ LITTLEWOODS,RIVER AVON VIA SWS,2025-08-28T15:26:00+00:00,2025-08-28T15:36:00+00:00,0.1667
WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,2025-08-28T15:26:00+00:00,2025-08-28T15:38:00+00:00,0.2
WXW01258,BATH WIDCOMBE RISE OFF PRIOR PARK ROAD,RIVER AVON VIA SWS,2025-08-28T15:28:00+00:00,2025-08-28T15:34:00+00:00,0.1
WXW00021,BATH HAZEL GROVE R/O NO 24 TO 39,RIVER AVON VIA SWS,2025-08-28T15:28:00+00:00,2025-08-28T15:32:00+00:00,0.0667
WXW01150,BATH NORFOLK BUILDINGS,RIVER AVON,2025-08-28T15:28:00+00:00,2025-08-28T16:10:00+00:00,0.7
WXW01013,BATH SOUTH PARADE IN GARDEN,RIVER AVON,2025-08-28T15:28:00+00:00,2025-08-28T15:34:00+00:00,0.1
WXW00003,BATH GROVE STREET / ST JOHNS STREET JUNC NR BETHEL CH,RIVER AVON,2025-08-28T15:28:00+00:00,2025-08-28T15:30:00+00:00,0.0333
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-08-28T15:28:00+00:00,2025-08-28T15:56:00+00:00,0.4667
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-08-28T15:28:00+00:00,2025-08-28T15:54:00+00:00,0.4333
WXW00118,BATH PRIVATE LANE REAR 50 BECKHAMPTON ROAD ,RIVER AVON VIA SWS,2025-08-28T15:30:00+00:00,2025-08-28T15:34:00+00:00,0.0667
WXW00456,BATH FERRY LANE O/S FUNERAL DIRECTOR,RIVER AVON,2025-08-28T15:30:00+00:00,2025-08-28T15:40:00+00:00,0.1667
WXW00069,BATH WALCOT ST RIVER BANK R/O ALDRIDGES,RIVER AVON,2025-08-28T15:30:00+00:00,2025-08-28T15:40:00+00:00,0.1667
WXW00301,BATH CLEVELAND BRIDGE TO THE WEST,RIVER AVON,2025-08-28T15:30:00+00:00,2025-08-28T15:32:00+00:00,0.0333
WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,2025-08-28T15:30:00+00:00,2025-08-28T15:58:00+00:00,0.4667
WXW01257,BATH WIDCOMBE BAPTIST CHURCH AT REAR CLAVERTON,RIVER AVON,2025-08-28T15:30:00+00:00,2025-08-28T15:58:00+00:00,0.4667
WXW00889,BATH PRIOR PARK ROAD OPP NO 9,RIVER AVON VIA SWS,2025-08-28T15:30:00+00:00,2025-08-28T15:34:00+00:00,0.0667
WXW00292,BATH CHURCHILL BRIDGE ISLAND OPP WELLS ROAD,RIVER AVON VIA SWS,2025-08-28T15:30:00+00:00,2025-08-28T15:38:00+00:00,0.1333
WXW00227,BATHAMPTON M H K,RIVER AVON,2025-08-28T15:30:00+00:00,2025-08-28T15:42:00+00:00,0.2
WXW00130,BATH BEWDLEY ROAD,RIVER AVON VIA SWS,2025-08-28T15:30:00+00:00,2025-08-28T15:34:00+00:00,0.0667
WXW00167,BATH BRASSMILL LANE OPP NO 22,RIVER AVON,2025-08-28T15:30:00+00:00,2025-08-28T15:52:00+00:00,0.3667
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-08-28T15:30:00+00:00,2025-08-28T15:40:00+00:00,0.1667
WXW00190,BATH BROAD QUAY / WESTGATE STREET JUNCTION,RIVER AVON,2025-08-28T15:30:00+00:00,2025-08-28T15:48:00+00:00,0.3
WXW00944,BATH RUSH HILL / OLD FOSSE ROAD JUNCTION,RIVER AVON,2025-08-28T15:32:00+00:00,2025-08-28T15:34:00+00:00,0.0333
WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,2025-08-28T15:34:00+00:00,2025-08-28T15:40:00+00:00,0.1
WXW00665,BATH LYNCOMBE VALE O/S 3 NEW VILLAS,RIVER AVON VIA SWS,2025-08-28T15:34:00+00:00,2025-08-28T15:44:00+00:00,0.1667
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-08-28T15:34:00+00:00,2025-08-28T15:56:00+00:00,0.3667
WXW01085,MONKTON COMBE SUMMER LANE,HORSECOMBE BROOK,2025-08-28T15:34:00+00:00,2025-08-28T15:46:00+00:00,0.2
WXW00444,BATH FOX HILL O/S WOODLANDS COTTAGE,RIVER AVON VIA SWS,2025-08-28T15:36:00+00:00,2025-08-28T15:42:00+00:00,0.1
WXW00889,BATH PRIOR PARK ROAD OPP NO 9,RIVER AVON VIA SWS,2025-08-28T15:36:00+00:00,2025-08-28T15:38:00+00:00,0.0333
WXW00666,BATH LYNCOMBE VALE O/S NO 1,RIVER AVON VIA SWS,2025-08-28T15:38:00+00:00,2025-08-28T15:42:00+00:00,0.0667
WXW00130,BATH BEWDLEY ROAD,RIVER AVON VIA SWS,2025-08-28T15:38:00+00:00,2025-08-28T15:40:00+00:00,0.0333
WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,2025-08-28T15:39:00+00:00,2025-08-28T15:42:00+00:00,0.05
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-08-28T15:40:00+00:00,2025-08-28T16:29:00+00:00,0.8167
WXW00444,BATH FOX HILL O/S WOODLANDS COTTAGE,RIVER AVON VIA SWS,2025-08-28T15:44:00+00:00,2025-08-28T15:46:00+00:00,0.0333
WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),2025-08-28T15:56:00+00:00,2025-08-28T16:04:00+00:00,0.1333
WXW01260,WILLSBRIDGE ,RIVER AVON,2025-08-28T15:56:00+00:00,2025-08-28T16:32:00+00:00,0.6
WXW00185,KEYNSHAM ST LADOC / BRISTOL ROAD,CHARLTON BOTTOM VIA SWS,2025-08-28T17:26:00+00:00,2025-08-28T17:30:00+00:00,0.0667
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-08-28T17:36:00+00:00,2025-08-28T18:02:00+00:00,0.4333
WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),2025-08-28T17:36:00+00:00,2025-08-28T17:58:00+00:00,0.3667
WXW01021,BATH SOUTHLANDS RO NO 125,RIVER AVON VIA SWS,2025-08-28T17:42:00+00:00,2025-08-28T17:48:00+00:00,0.1
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-08-28T17:42:00+00:00,2025-08-28T18:00:00+00:00,0.3
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-08-29T03:04:00+00:00,2025-08-29T03:06:00+00:00,0.0333
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-08-29T03:08:00+00:00,2025-08-29T03:22:00+00:00,0.2333
WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,2025-08-29T03:12:00+00:00,2025-08-29T03:26:00+00:00,0.2333
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-08-29T03:14:00+00:00,2025-08-29T03:20:00+00:00,0.1
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-08-30T15:18:00+00:00,2025-08-30T15:38:00+00:00,0.3333
WXW00879,BRISTOL PORTWAY NEAR RAILWAY,RIVER AVON VIA SWS,2025-08-30T15:20:00+00:00,2025-08-30T15:30:00+00:00,0.1667
WXW01037,BRISTOL ST GEORGES PARK NORTH 329 CHURCH ROAD,RIVER AVON VIA SWS,2025-08-30T19:44:00+00:00,2025-08-30T19:46:00+00:00,0.0333
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-08-30T19:53:00+00:00,2025-08-30T20:07:00+00:00,0.2333
WXW01260,WILLSBRIDGE ,RIVER AVON,2025-08-30T20:50:00+00:00,2025-08-30T20:58:00+00:00,0.1333
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-08-31T12:42:00+00:00,2025-08-31T12:47:00+00:00,0.0833
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-08-31T12:54:00+00:00,2025-08-31T12:57:00+00:00,0.05
WXW00185,KEYNSHAM ST LADOC / BRISTOL ROAD,CHARLTON BOTTOM VIA SWS,2025-08-31T13:40:00+00:00,2025-08-31T13:47:00+00:00,0.1167
WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),2025-08-31T13:42:00+00:00,2025-08-31T13:56:00+00:00,0.2333
WXW00111,SALTFORD SALTFORD HILL,RIVER AVON,2025-08-31T13:44:00+00:00,2025-08-31T13:50:00+00:00,0.1
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-08-31T13:46:00+00:00,2025-08-31T15:14:00+00:00,1.4667
WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),2025-08-31T13:53:00+00:00,2025-08-31T14:34:00+00:00,0.6833
WXW00651,BRISTOL HANHAM LOWER HANHAM ROAD,RIVER AVON (VIA SWS),2025-08-31T14:00:00+00:00,2025-08-31T14:12:00+00:00,0.2
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-08-31T14:04:48+00:00,2025-08-31T14:04:57+00:00,0.0025
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-08-31T14:07:33+00:00,2025-08-31T14:07:43+00:00,0.0028
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-08-31T14:08:00+00:00,2025-08-31T14:09:00+00:00,0.0167
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-08-31T14:10:33+00:00,2025-08-31T14:20:29+00:00,0.1656
WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),2025-08-31T14:11:00+00:00,2025-08-31T14:13:00+00:00,0.0333
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-08-31T14:14:00+00:00,2025-08-31T14:47:00+00:00,0.55
WXW00633,BATH LOCKSBROOK ROAD R/O NO 10,RIVER AVON VIA SWS,2025-08-31T14:16:00+00:00,2025-08-31T14:22:00+00:00,0.1
WXW01021,BATH SOUTHLANDS RO NO 125,RIVER AVON VIA SWS,2025-08-31T14:18:00+00:00,2025-08-31T14:22:00+00:00,0.0667
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-08-31T14:18:00+00:00,2025-08-31T14:46:00+00:00,0.4667
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-08-31T14:20:51+00:00,2025-08-31T14:21:18+00:00,0.0075
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-08-31T14:22:00+00:00,2025-08-31T14:24:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-08-31T14:23:16+00:00,2025-08-31T14:23:27+00:00,0.0031
WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),2025-08-31T14:24:00+00:00,2025-08-31T14:26:00+00:00,0.0333
WXW01122,KEYNSHAM THE HAMS,RIVER AVON,2025-08-31T14:30:41+00:00,2025-08-31T14:30:50+00:00,0.0025
WXW01260,WILLSBRIDGE ,RIVER AVON,2025-08-31T14:38:00+00:00,2025-08-31T15:30:00+00:00,0.8667
WXW01111,TETBURY INLET,RIVER AVON,2025-08-31T14:44:00+00:00,2025-08-31T14:45:00+00:00,0.0167
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-08-31T14:48:00+00:00,2025-08-31T15:24:00+00:00,0.6
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-08-31T15:30:00+00:00,2025-08-31T15:32:00+00:00,0.0333
WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,2025-08-31T15:34:00+00:00,2025-08-31T15:36:00+00:00,0.0333
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-09-01T12:52:00+00:00,2025-09-01T12:54:00+00:00,0.0333
WXW00563,BATH FORESTER AVENUE O/S HORTON HOUSE,RIVER AVON,2025-09-01T12:54:00+00:00,2025-09-01T12:58:00+00:00,0.0667
WXW00648,BATH LOWER BRISTOL ROAD WEST OF OAK STREET ,RIVER AVON,2025-09-01T12:54:00+00:00,2025-09-01T12:56:00+00:00,0.0333
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-09-01T12:56:00+00:00,2025-09-01T13:10:00+00:00,0.2333
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-09-01T13:04:00+00:00,2025-09-01T13:06:00+00:00,0.0333
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-09-01T13:12:00+00:00,2025-09-01T13:20:00+00:00,0.1333
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-09-01T13:18:00+00:00,2025-09-01T13:22:00+00:00,0.0667
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-09-01T14:36:00+00:00,2025-09-01T14:40:00+00:00,0.0667
WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),2025-09-01T16:22:00+00:00,2025-09-01T16:26:00+00:00,0.0667
WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),2025-09-01T18:27:00+00:00,2025-09-01T18:28:00+00:00,0.0167
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-09-01T20:30:00+00:00,2025-09-01T20:44:00+00:00,0.2333
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-09-02T16:12:00+00:00,2025-09-02T16:30:00+00:00,0.3
WXW00945,BATH RUSH HILL OPP CULVERHAY SCHOOL,RIVER AVON,2025-09-02T16:14:00+00:00,2025-09-02T16:16:00+00:00,0.0333
WXW00119,BATH BECKHAMPTON ROAD O/S NO 50,RIVER AVON VIA SWS,2025-09-02T16:16:00+00:00,2025-09-02T16:30:00+00:00,0.2333
WXW00021,BATH HAZEL GROVE R/O NO 24 TO 39,RIVER AVON VIA SWS,2025-09-02T16:18:00+00:00,2025-09-02T16:28:00+00:00,0.1667
WXW00648,BATH LOWER BRISTOL ROAD WEST OF OAK STREET ,RIVER AVON,2025-09-02T16:18:00+00:00,2025-09-02T16:32:00+00:00,0.2333
WXW00945,BATH RUSH HILL OPP CULVERHAY SCHOOL,RIVER AVON,2025-09-02T16:18:00+00:00,2025-09-02T16:28:00+00:00,0.1667
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-09-02T16:18:00+00:00,2025-09-02T16:38:00+00:00,0.3333
WXW00376,BATH DORSET CLOSE O/S SCHOOL,RIVER AVON VIA SWS,2025-09-02T16:20:00+00:00,2025-09-02T16:28:00+00:00,0.1333
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-09-02T16:20:00+00:00,2025-09-02T16:48:00+00:00,0.4667
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-09-02T16:20:00+00:00,2025-09-02T16:26:00+00:00,0.1
WXW00633,BATH LOCKSBROOK ROAD R/O NO 10,RIVER AVON VIA SWS,2025-09-02T16:20:00+00:00,2025-09-02T16:26:00+00:00,0.1
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-09-02T16:20:00+00:00,2025-09-02T16:38:00+00:00,0.3
WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,2025-09-02T16:22:00+00:00,2025-09-02T16:34:00+00:00,0.2
WXW01013,BATH SOUTH PARADE IN GARDEN,RIVER AVON,2025-09-02T16:22:00+00:00,2025-09-02T16:24:00+00:00,0.0333
WXW00609,BATH LADYMEAD HOUSE (R/O) WALCOT,RIVER AVON,2025-09-02T16:22:00+00:00,2025-09-02T16:48:00+00:00,0.4333
WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,2025-09-02T16:22:00+00:00,2025-09-02T17:04:00+00:00,0.7
WXW00563,BATH FORESTER AVENUE O/S HORTON HOUSE,RIVER AVON,2025-09-02T16:22:00+00:00,2025-09-02T16:36:00+00:00,0.2333
WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,2025-09-02T16:22:00+00:00,2025-09-02T16:38:00+00:00,0.2667
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-09-02T16:22:00+00:00,2025-09-02T16:44:00+00:00,0.3667
WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,2025-09-02T16:22:00+00:00,2025-09-02T16:34:00+00:00,0.2
WXW00456,BATH FERRY LANE O/S FUNERAL DIRECTOR,RIVER AVON,2025-09-02T16:24:00+00:00,2025-09-02T16:40:00+00:00,0.2667
WXW01060,BATH STATION ROAD S/O 44 LOCKSBROOK ROAD,RIVER AVON,2025-09-02T16:24:00+00:00,2025-09-02T16:30:00+00:00,0.1
WXW00665,BATH LYNCOMBE VALE O/S 3 NEW VILLAS,RIVER AVON VIA SWS,2025-09-02T16:24:00+00:00,2025-09-02T16:44:00+00:00,0.3333
WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,2025-09-02T16:24:00+00:00,2025-09-02T16:52:00+00:00,0.4667
WXW01257,BATH WIDCOMBE BAPTIST CHURCH AT REAR CLAVERTON,RIVER AVON,2025-09-02T16:24:00+00:00,2025-09-02T16:52:00+00:00,0.4667
WXW01020,BATH SOUTHGATE (NORTH END) ADJ LITTLEWOODS,RIVER AVON VIA SWS,2025-09-02T16:24:00+00:00,2025-09-02T16:34:00+00:00,0.1667
WXW01013,BATH SOUTH PARADE IN GARDEN,RIVER AVON,2025-09-02T16:26:00+00:00,2025-09-02T16:32:00+00:00,0.1
WXW00069,BATH WALCOT ST RIVER BANK R/O ALDRIDGES,RIVER AVON,2025-09-02T16:26:00+00:00,2025-09-02T16:36:00+00:00,0.1667
WXW00932,BATH ROCKCLIFFE ROAD R/O NO 45,RIVER AVON,2025-09-02T16:26:00+00:00,2025-09-02T16:40:00+00:00,0.2333
WXW00292,BATH CHURCHILL BRIDGE ISLAND OPP WELLS ROAD,RIVER AVON VIA SWS,2025-09-02T16:26:00+00:00,2025-09-02T16:34:00+00:00,0.1333
WXW01085,MONKTON COMBE SUMMER LANE,HORSECOMBE BROOK,2025-09-02T16:26:00+00:00,2025-09-02T16:44:00+00:00,0.3
WXW00190,BATH BROAD QUAY / WESTGATE STREET JUNCTION,RIVER AVON,2025-09-02T16:26:00+00:00,2025-09-02T16:46:00+00:00,0.3333
WXW00444,BATH FOX HILL O/S WOODLANDS COTTAGE,RIVER AVON VIA SWS,2025-09-02T16:28:00+00:00,2025-09-02T16:44:00+00:00,0.2667
WXW00666,BATH LYNCOMBE VALE O/S NO 1,RIVER AVON VIA SWS,2025-09-02T16:28:00+00:00,2025-09-02T16:34:00+00:00,0.1
WXW00889,BATH PRIOR PARK ROAD OPP NO 9,RIVER AVON VIA SWS,2025-09-02T16:28:00+00:00,2025-09-02T16:30:00+00:00,0.0333
WXW00130,BATH BEWDLEY ROAD,RIVER AVON VIA SWS,2025-09-02T16:28:00+00:00,2025-09-02T16:40:00+00:00,0.2
WXW01150,BATH NORFOLK BUILDINGS,RIVER AVON,2025-09-02T16:29:00+00:00,2025-09-02T16:51:00+00:00,0.3667
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-09-02T16:30:00+00:00,2025-09-02T16:44:00+00:00,0.2333
WXW00227,BATHAMPTON M H K,RIVER AVON,2025-09-02T16:32:00+00:00,2025-09-02T16:42:00+00:00,0.1667
WXW00666,BATH LYNCOMBE VALE O/S NO 1,RIVER AVON VIA SWS,2025-09-02T16:36:00+00:00,2025-09-02T16:38:00+00:00,0.0333
WXW00831,BATHFORD OSTLING LANE,RIVER AVON,2025-09-02T16:40:00+00:00,2025-09-02T16:48:00+00:00,0.1333
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-09-02T16:40:00+00:00,2025-09-02T16:44:00+00:00,0.0667
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-09-02T16:46:00+00:00,2025-09-02T16:48:00+00:00,0.0333
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-09-03T02:50:00+00:00,2025-09-03T02:58:00+00:00,0.1333
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-09-03T03:00:00+00:00,2025-09-03T03:04:00+00:00,0.0667
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-09-03T03:04:00+00:00,2025-09-03T03:12:00+00:00,0.1333
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-09-03T03:06:00+00:00,2025-09-03T03:08:00+00:00,0.0333
WXW00028,SALISBURY ENDLESS LANE/SCOTS LANE,RIVER AVON VIA SWS,2025-09-03T03:18:00+00:00,2025-09-03T03:20:00+00:00,0.0333
WXW00028,SALISBURY ENDLESS LANE/SCOTS LANE,RIVER AVON VIA SWS,2025-09-03T03:30:00+00:00,2025-09-03T03:32:00+00:00,0.0333
WXW00707,MELKSHAM INLET,RIVER AVON,2025-09-03T04:16:00+00:00,2025-09-03T04:24:00+00:00,0.1333
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-09-03T11:50:00+00:00,2025-09-03T12:08:00+00:00,0.3
WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,2025-09-03T12:30:00+00:00,2025-09-03T12:48:00+00:00,0.3
WXW01228,BRISTOL PORTWAY UNDER AVON BRIDGE,RIVER AVON,2025-09-03T12:30:00+00:00,2025-09-03T13:42:00+00:00,1.2
WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),2025-09-03T12:30:00+00:00,2025-09-03T12:44:00+00:00,0.2333
WXW00119,BATH BECKHAMPTON ROAD O/S NO 50,RIVER AVON VIA SWS,2025-09-03T12:32:00+00:00,2025-09-03T12:46:00+00:00,0.2333
WXW00021,BATH HAZEL GROVE R/O NO 24 TO 39,RIVER AVON VIA SWS,2025-09-03T12:34:00+00:00,2025-09-03T12:42:00+00:00,0.1333
WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,2025-09-03T12:34:00+00:00,2025-09-03T12:50:00+00:00,0.2667
WXW00301,BATH CLEVELAND BRIDGE TO THE WEST,RIVER AVON,2025-09-03T12:36:00+00:00,2025-09-03T12:40:00+00:00,0.0667
WXW00648,BATH LOWER BRISTOL ROAD WEST OF OAK STREET ,RIVER AVON,2025-09-03T12:36:00+00:00,2025-09-03T12:42:00+00:00,0.1
WXW00945,BATH RUSH HILL OPP CULVERHAY SCHOOL,RIVER AVON,2025-09-03T12:36:00+00:00,2025-09-03T12:40:00+00:00,0.0667
WXW00111,SALTFORD SALTFORD HILL,RIVER AVON,2025-09-03T12:36:00+00:00,2025-09-03T12:40:00+00:00,0.0667
WXW00633,BATH LOCKSBROOK ROAD R/O NO 10,RIVER AVON VIA SWS,2025-09-03T12:36:00+00:00,2025-09-03T12:40:00+00:00,0.0667
WXW01211,BATH WELLSWAY NR 372,RIVER AVON,2025-09-03T12:36:00+00:00,2025-09-03T12:46:00+00:00,0.1667
WXW00376,BATH DORSET CLOSE O/S SCHOOL,RIVER AVON VIA SWS,2025-09-03T12:38:00+00:00,2025-09-03T12:42:00+00:00,0.0667
WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,2025-09-03T12:38:00+00:00,2025-09-03T12:44:00+00:00,0.1
WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,2025-09-03T12:38:00+00:00,2025-09-03T13:00:00+00:00,0.3667
WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,2025-09-03T12:38:00+00:00,2025-09-03T13:16:00+00:00,0.6333
WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,2025-09-03T12:38:00+00:00,2025-09-03T12:56:00+00:00,0.3
WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,2025-09-03T12:38:00+00:00,2025-09-03T12:48:00+00:00,0.1667
WXW00609,BATH LADYMEAD HOUSE (R/O) WALCOT,RIVER AVON,2025-09-03T12:40:00+00:00,2025-09-03T13:00:00+00:00,0.3333
WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,2025-09-03T12:40:00+00:00,2025-09-03T12:52:00+00:00,0.2
